60°N 12°W,10 %
60°N 12°W,30 %
65°N 44°E,50 %
59°N 12°W,70 %
59°N 12°W,80 %
58°N 12°W,80 %
58°N 12°W,70 %
58°N 12°W,80 %
57°N 12°W,80 %
57°N 12°W,90 %
56°N 12°W,90 %
56°N 12°W,90 %
56°N 12°W,90 %
55°N 12°W,80 %
55°N 12°W,80 %
54°N 12°W,90 %
54°N 12°W,70 %
54°N 12°W,90 %
53°N 12°W,90 %
53°N 12°W,90 %
52°N 12°W,100 %
52°N 12°W,100 %
52°N 12°W,100 %
51°N 12°W,100 %
51°N 12°W,90 %
50°N 12°W,90 %
50°N 12°W,90 %
49°N 12°W,90 %
49°N 12°W,100 %
48°N 12°W,90 %
48°N 12°W,80 %
47°N 12°W,100 %
47°N 12°W,100 %
46°N 12°W,90 %
46°N 12°W,80 %
45°N 12°W,100 %
45°N 12°W,70 %
44°N 12°W,80 %
44°N 12°W,60 %
43°N 12°W,30 %
43°N 12°W,50 %
42°N 12°W,0 %
42°N 12°W,10 %
41°N 12°W,40 %
41°N 12°W,30 %
40°N 12°W,0 %
40°N 12°W,10 %
39°N 12°W,10 %
39°N 12°W,10 %
38°N 12°W,10 %
38°N 12°W,0 %
37°N 12°W,0 %
60°N 12°W,10 %
60°N 12°W,20 %
59°N 12°W,40 %
59°N 12°W,60 %
59°N 12°W,70 %
58°N 12°W,80 %
58°N 12°W,100 %
58°N 12°W,80 %
57°N 12°W,90 %
57°N 12°W,100 %
56°N 12°W,100 %
56°N 12°W,100 %
56°N 12°W,100 %
55°N 12°W,70 %
55°N 12°W,70 %
54°N 12°W,100 %
54°N 12°W,90 %
54°N 12°W,90 %
53°N 12°W,80 %
53°N 12°W,90 %
52°N 12°W,100 %
52°N 12°W,80 %
52°N 12°W,100 %
51°N 12°W,90 %
51°N 12°W,90 %
50°N 12°W,90 %
50°N 12°W,80 %
49°N 12°W,70 %
49°N 12°W,70 %
48°N 12°W,80 %
48°N 12°W,80 %
47°N 12°W,80 %
47°N 12°W,80 %
46°N 12°W,90 %
46°N 12°W,100 %
45°N 12°W,90 %
45°N 12°W,70 %
44°N 12°W,20 %
44°N 12°W,0 %
43°N 12°W,0 %
43°N 12°W,10 %
42°N 12°W,20 %
42°N 12°W,0 %
41°N 12°W,0 %
41°N 12°W,0 %
40°N 12°W,0 %
40°N 12°W,0 %
39°N 12°W,0 %
39°N 12°W,0 %
38°N 12°W,0 %
38°N 12°W,40 %
37°N 12°W,20 %
60°N 11°W,50 %
60°N 11°W,30 %
59°N 11°W,40 %
59°N 11°W,70 %
59°N 11°W,100 %
58°N 11°W,90 %
58°N 11°W,70 %
58°N 11°W,80 %
57°N 11°W,80 %
57°N 11°W,90 %
56°N 11°W,90 %
56°N 11°W,40 %
56°N 11°W,70 %
55°N 11°W,90 %
55°N 11°W,70 %
54°N 11°W,90 %
54°N 11°W,100 %
54°N 11°W,100 %
53°N 11°W,100 %
53°N 11°W,90 %
52°N 11°W,90 %
52°N 11°W,100 %
52°N 11°W,90 %
51°N 11°W,90 %
51°N 11°W,80 %
50°N 11°W,100 %
50°N 11°W,100 %
49°N 11°W,90 %
49°N 11°W,90 %
48°N 11°W,100 %
48°N 11°W,100 %
47°N 11°W,80 %
47°N 11°W,70 %
46°N 11°W,60 %
46°N 11°W,50 %
45°N 11°W,40 %
45°N 11°W,20 %
44°N 11°W,0 %
44°N 11°W,0 %
43°N 11°W,0 %
43°N 11°W,10 %
42°N 11°W,10 %
42°N 11°W,0 %
41°N 11°W,0 %
41°N 11°W,0 %
40°N 11°W,0 %
40°N 11°W,0 %
39°N 11°W,0 %
39°N 11°W,0 %
38°N 11°W,0 %
38°N 11°W,0 %
37°N 11°W,40 %
60°N 10°W,80 %
60°N 10°W,80 %
59°N 10°W,90 %
59°N 10°W,100 %
59°N 10°W,100 %
58°N 10°W,80 %
58°N 10°W,60 %
58°N 10°W,20 %
57°N 10°W,10 %
57°N 10°W,40 %
56°N 10°W,50 %
56°N 10°W,40 %
56°N 10°W,50 %
55°N 10°W,40 %
55°N 10°W,30 %
54°N 10°W,60 %
54°N 10°W,70 %
54°N 10°W,80 %
53°N 10°W,70 %
53°N 10°W,70 %
52°N 10°W,60 %
52°N 10°W,50 %
52°N 10°W,80 %
51°N 10°W,90 %
51°N 10°W,100 %
50°N 10°W,100 %
50°N 10°W,80 %
49°N 10°W,90 %
49°N 10°W,100 %
48°N 10°W,90 %
48°N 10°W,80 %
47°N 10°W,100 %
47°N 10°W,100 %
46°N 10°W,20 %
46°N 10°W,0 %
45°N 10°W,0 %
45°N 10°W,0 %
44°N 10°W,0 %
44°N 10°W,0 %
43°N 10°W,0 %
43°N 10°W,0 %
42°N 10°W,0 %
42°N 10°W,0 %
41°N 10°W,0 %
41°N 10°W,0 %
40°N 10°W,0 %
40°N 10°W,0 %
39°N 10°W,0 %
39°N 10°W,10 %
38°N 10°W,0 %
38°N 10°W,10 %
37°N 10°W,0 %
60°N 10°W,90 %
60°N 10°W,100 %
59°N 10°W,100 %
59°N 10°W,90 %
59°N 10°W,70 %
58°N 10°W,70 %
58°N 10°W,90 %
58°N 10°W,20 %
57°N 10°W,0 %
57°N 10°W,20 %
56°N 10°W,40 %
56°N 10°W,60 %
56°N 10°W,50 %
55°N 10°W,10 %
55°N 10°W,0 %
54°N 10°W,10 %
54°N 10°W,10 %
54°N 10°W,20 %
53°N 10°W,30 %
53°N 10°W,70 %
52°N 10°W,80 %
52°N 10°W,30 %
52°N 10°W,90 %
51°N 10°W,80 %
51°N 10°W,60 %
50°N 10°W,90 %
50°N 10°W,100 %
49°N 10°W,90 %
49°N 10°W,70 %
48°N 10°W,60 %
48°N 10°W,60 %
47°N 10°W,50 %
47°N 10°W,40 %
46°N 10°W,40 %
46°N 10°W,0 %
45°N 10°W,0 %
45°N 10°W,0 %
44°N 10°W,0 %
44°N 10°W,0 %
43°N 10°W,0 %
43°N 10°W,0 %
42°N 10°W,10 %
42°N 10°W,0 %
41°N 10°W,0 %
41°N 10°W,0 %
40°N 10°W,0 %
40°N 10°W,0 %
39°N 10°W,10 %
39°N 10°W,10 %
38°N 10°W,0 %
38°N 10°W,20 %
37°N 10°W,0 %
60°N 9°W,100 %
60°N 9°W,90 %
59°N 9°W,80 %
59°N 9°W,70 %
59°N 9°W,10 %
58°N 9°W,0 %
58°N 9°W,30 %
58°N 9°W,30 %
57°N 9°W,0 %
57°N 9°W,0 %
56°N 9°W,20 %
56°N 9°W,10 %
56°N 9°W,60 %
55°N 9°W,40 %
55°N 9°W,0 %
54°N 9°W,0 %
54°N 9°W,0 %
54°N 9°W,0 %
53°N 9°W,30 %
53°N 9°W,70 %
52°N 9°W,90 %
52°N 9°W,80 %
52°N 9°W,90 %
51°N 9°W,80 %
51°N 9°W,30 %
50°N 9°W,30 %
50°N 9°W,60 %
49°N 9°W,60 %
49°N 9°W,30 %
48°N 9°W,30 %
48°N 9°W,40 %
47°N 9°W,10 %
47°N 9°W,0 %
46°N 9°W,10 %
46°N 9°W,0 %
45°N 9°W,0 %
45°N 9°W,0 %
44°N 9°W,10 %
44°N 9°W,10 %
43°N 9°W,0 %
43°N 9°W,0 %
42°N 9°W,0 %
42°N 9°W,0 %
41°N 9°W,0 %
41°N 9°W,0 %
40°N 9°W,0 %
40°N 9°W,0 %
39°N 9°W,0 %
39°N 9°W,0 %
38°N 9°W,0 %
38°N 9°W,0 %
37°N 9°W,0 %
60°N 8°W,90 %
60°N 8°W,80 %
59°N 8°W,70 %
59°N 8°W,40 %
59°N 8°W,10 %
58°N 8°W,0 %
58°N 8°W,10 %
58°N 8°W,0 %
57°N 8°W,20 %
57°N 8°W,10 %
56°N 8°W,0 %
56°N 8°W,10 %
56°N 8°W,20 %
55°N 8°W,10 %
55°N 8°W,0 %
54°N 8°W,10 %
54°N 8°W,30 %
54°N 8°W,30 %
66°N 51°E,10 %
53°N 8°W,20 %
52°N 8°W,70 %
52°N 8°W,100 %
52°N 8°W,100 %
51°N 8°W,100 %
51°N 8°W,100 %
50°N 8°W,100 %
50°N 8°W,100 %
49°N 8°W,100 %
49°N 8°W,80 %
48°N 8°W,50 %
48°N 8°W,10 %
47°N 8°W,0 %
47°N 8°W,0 %
46°N 8°W,0 %
46°N 8°W,0 %
45°N 8°W,0 %
45°N 8°W,0 %
44°N 8°W,0 %
44°N 8°W,0 %
43°N 8°W,0 %
43°N 8°W,0 %
42°N 8°W,10 %
42°N 8°W,0 %
41°N 8°W,0 %
41°N 8°W,0 %
40°N 8°W,0 %
40°N 8°W,0 %
39°N 8°W,0 %
39°N 8°W,0 %
38°N 8°W,0 %
38°N 8°W,0 %
37°N 8°W,0 %
60°N 7°W,0 %
60°N 7°W,10 %
59°N 7°W,20 %
59°N 7°W,0 %
59°N 7°W,0 %
58°N 7°W,10 %
58°N 7°W,0 %
58°N 7°W,0 %
57°N 7°W,50 %
57°N 7°W,100 %
56°N 7°W,70 %
56°N 7°W,20 %
56°N 7°W,0 %
55°N 7°W,10 %
55°N 7°W,10 %
54°N 7°W,0 %
54°N 7°W,0 %
54°N 7°W,0 %
53°N 7°W,30 %
53°N 7°W,70 %
52°N 7°W,100 %
52°N 7°W,100 %
52°N 7°W,100 %
51°N 7°W,80 %
51°N 7°W,60 %
50°N 7°W,80 %
50°N 7°W,100 %
49°N 7°W,100 %
49°N 7°W,80 %
48°N 7°W,30 %
48°N 7°W,0 %
47°N 7°W,10 %
47°N 7°W,20 %
46°N 7°W,0 %
46°N 7°W,10 %
45°N 7°W,0 %
45°N 7°W,0 %
44°N 7°W,0 %
44°N 7°W,10 %
43°N 7°W,10 %
43°N 7°W,0 %
42°N 7°W,0 %
42°N 7°W,0 %
41°N 7°W,0 %
41°N 7°W,0 %
40°N 7°W,0 %
40°N 7°W,0 %
39°N 7°W,0 %
39°N 7°W,0 %
38°N 7°W,10 %
38°N 7°W,10 %
37°N 7°W,0 %
60°N 7°W,10 %
60°N 7°W,10 %
59°N 7°W,10 %
59°N 7°W,0 %
59°N 7°W,0 %
58°N 7°W,40 %
58°N 7°W,90 %
58°N 7°W,60 %
57°N 7°W,50 %
57°N 7°W,70 %
56°N 7°W,50 %
56°N 7°W,40 %
56°N 7°W,10 %
55°N 7°W,0 %
55°N 7°W,0 %
54°N 7°W,0 %
54°N 7°W,0 %
54°N 7°W,50 %
53°N 7°W,100 %
53°N 7°W,100 %
52°N 7°W,100 %
52°N 7°W,100 %
52°N 7°W,90 %
51°N 7°W,90 %
51°N 7°W,100 %
50°N 7°W,100 %
50°N 7°W,90 %
49°N 7°W,90 %
49°N 7°W,90 %
48°N 7°W,40 %
48°N 7°W,0 %
47°N 7°W,0 %
47°N 7°W,10 %
46°N 7°W,10 %
46°N 7°W,10 %
45°N 7°W,10 %
45°N 7°W,10 %
44°N 7°W,0 %
44°N 7°W,0 %
43°N 7°W,0 %
43°N 7°W,10 %
42°N 7°W,10 %
42°N 7°W,10 %
41°N 7°W,0 %
41°N 7°W,0 %
40°N 7°W,0 %
40°N 7°W,0 %
39°N 7°W,0 %
39°N 7°W,0 %
38°N 7°W,0 %
38°N 7°W,0 %
37°N 7°W,10 %
60°N 6°W,40 %
60°N 6°W,10 %
59°N 6°W,0 %
59°N 6°W,30 %
59°N 6°W,30 %
58°N 6°W,30 %
58°N 6°W,50 %
58°N 6°W,40 %
57°N 6°W,50 %
57°N 6°W,50 %
56°N 6°W,40 %
56°N 6°W,40 %
56°N 6°W,10 %
55°N 6°W,0 %
55°N 6°W,0 %
54°N 6°W,0 %
54°N 6°W,0 %
54°N 6°W,60 %
53°N 6°W,70 %
53°N 6°W,30 %
52°N 6°W,60 %
52°N 6°W,100 %
52°N 6°W,60 %
51°N 6°W,90 %
51°N 6°W,100 %
50°N 6°W,70 %
50°N 6°W,60 %
49°N 6°W,70 %
49°N 6°W,60 %
48°N 6°W,30 %
48°N 6°W,0 %
47°N 6°W,0 %
47°N 6°W,10 %
46°N 6°W,40 %
46°N 6°W,0 %
45°N 6°W,0 %
45°N 6°W,0 %
44°N 6°W,0 %
44°N 6°W,0 %
43°N 6°W,0 %
43°N 6°W,0 %
42°N 6°W,0 %
42°N 6°W,10 %
41°N 6°W,0 %
41°N 6°W,0 %
40°N 6°W,0 %
40°N 6°W,0 %
39°N 6°W,0 %
39°N 6°W,0 %
38°N 6°W,0 %
38°N 6°W,20 %
37°N 6°W,0 %
60°N 5°W,30 %
60°N 5°W,10 %
59°N 5°W,10 %
59°N 5°W,40 %
59°N 5°W,60 %
58°N 5°W,40 %
58°N 5°W,20 %
58°N 5°W,30 %
57°N 5°W,40 %
57°N 5°W,20 %
56°N 5°W,0 %
56°N 5°W,10 %
56°N 5°W,40 %
55°N 5°W,80 %
55°N 5°W,100 %
54°N 5°W,50 %
54°N 5°W,20 %
54°N 5°W,60 %
53°N 5°W,50 %
53°N 5°W,0 %
52°N 5°W,20 %
52°N 5°W,100 %
52°N 5°W,70 %
51°N 5°W,100 %
51°N 5°W,100 %
50°N 5°W,80 %
50°N 5°W,90 %
49°N 5°W,100 %
49°N 5°W,60 %
48°N 5°W,10 %
48°N 5°W,10 %
47°N 5°W,40 %
47°N 5°W,30 %
46°N 5°W,0 %
46°N 5°W,0 %
45°N 5°W,0 %
45°N 5°W,0 %
44°N 5°W,10 %
44°N 5°W,20 %
43°N 5°W,20 %
43°N 5°W,40 %
42°N 5°W,60 %
42°N 5°W,0 %
41°N 5°W,0 %
41°N 5°W,0 %
40°N 5°W,0 %
40°N 5°W,0 %
39°N 5°W,0 %
39°N 5°W,0 %
38°N 5°W,0 %
38°N 5°W,30 %
37°N 5°W,30 %
60°N 5°W,20 %
60°N 5°W,20 %
59°N 5°W,40 %
59°N 5°W,40 %
59°N 5°W,40 %
58°N 5°W,20 %
58°N 5°W,0 %
58°N 5°W,20 %
57°N 5°W,10 %
57°N 5°W,0 %
56°N 5°W,0 %
56°N 5°W,70 %
56°N 5°W,90 %
55°N 5°W,90 %
55°N 5°W,90 %
54°N 5°W,90 %
54°N 5°W,70 %
54°N 5°W,70 %
53°N 5°W,100 %
53°N 5°W,50 %
52°N 5°W,10 %
52°N 5°W,80 %
52°N 5°W,100 %
51°N 5°W,100 %
51°N 5°W,100 %
50°N 5°W,100 %
50°N 5°W,80 %
49°N 5°W,30 %
49°N 5°W,10 %
48°N 5°W,0 %
48°N 5°W,10 %
47°N 5°W,80 %
47°N 5°W,80 %
46°N 5°W,0 %
46°N 5°W,0 %
45°N 5°W,0 %
45°N 5°W,20 %
44°N 5°W,40 %
44°N 5°W,40 %
43°N 5°W,10 %
43°N 5°W,0 %
42°N 5°W,0 %
42°N 5°W,0 %
41°N 5°W,0 %
41°N 5°W,0 %
40°N 5°W,0 %
40°N 5°W,0 %
39°N 5°W,0 %
39°N 5°W,0 %
38°N 5°W,50 %
38°N 5°W,10 %
37°N 5°W,100 %
60°N 4°W,40 %
60°N 4°W,60 %
59°N 4°W,60 %
59°N 4°W,60 %
59°N 4°W,50 %
58°N 4°W,20 %
58°N 4°W,0 %
58°N 4°W,0 %
57°N 4°W,0 %
57°N 4°W,30 %
56°N 4°W,100 %
56°N 4°W,100 %
56°N 4°W,60 %
55°N 4°W,70 %
55°N 4°W,100 %
54°N 4°W,100 %
54°N 4°W,100 %
54°N 4°W,100 %
53°N 4°W,100 %
53°N 4°W,50 %
52°N 4°W,10 %
52°N 4°W,100 %
52°N 4°W,90 %
51°N 4°W,90 %
51°N 4°W,60 %
50°N 4°W,80 %
50°N 4°W,40 %
49°N 4°W,0 %
49°N 4°W,0 %
48°N 4°W,0 %
48°N 4°W,50 %
47°N 4°W,100 %
47°N 4°W,70 %
46°N 4°W,40 %
46°N 4°W,10 %
45°N 4°W,0 %
45°N 4°W,0 %
44°N 4°W,0 %
44°N 4°W,0 %
43°N 4°W,0 %
43°N 4°W,10 %
42°N 4°W,10 %
42°N 4°W,40 %
41°N 4°W,60 %
41°N 4°W,30 %
40°N 4°W,10 %
40°N 4°W,30 %
39°N 4°W,30 %
39°N 4°W,50 %
38°N 4°W,60 %
38°N 4°W,100 %
37°N 4°W,80 %
60°N 3°W,40 %
60°N 3°W,50 %
59°N 3°W,50 %
59°N 3°W,50 %
59°N 3°W,20 %
58°N 3°W,0 %
58°N 3°W,0 %
58°N 3°W,0 %
57°N 3°W,40 %
57°N 3°W,100 %
56°N 3°W,100 %
56°N 3°W,90 %
56°N 3°W,90 %
55°N 3°W,70 %
55°N 3°W,60 %
54°N 3°W,100 %
54°N 3°W,100 %
54°N 3°W,100 %
53°N 3°W,100 %
53°N 3°W,40 %
52°N 3°W,10 %
52°N 3°W,100 %
52°N 3°W,90 %
51°N 3°W,60 %
51°N 3°W,20 %
50°N 3°W,40 %
50°N 3°W,20 %
49°N 3°W,0 %
49°N 3°W,0 %
48°N 3°W,0 %
48°N 3°W,20 %
47°N 3°W,70 %
47°N 3°W,60 %
46°N 3°W,50 %
46°N 3°W,0 %
45°N 3°W,0 %
45°N 3°W,10 %
44°N 3°W,0 %
44°N 3°W,0 %
43°N 3°W,30 %
43°N 3°W,60 %
42°N 3°W,60 %
42°N 3°W,50 %
41°N 3°W,50 %
41°N 3°W,60 %
40°N 3°W,70 %
40°N 3°W,60 %
39°N 3°W,60 %
39°N 3°W,40 %
38°N 3°W,50 %
38°N 3°W,80 %
37°N 3°W,100 %
60°N 3°W,50 %
60°N 3°W,60 %
59°N 3°W,60 %
59°N 3°W,60 %
59°N 3°W,20 %
58°N 3°W,0 %
58°N 3°W,0 %
58°N 3°W,0 %
57°N 3°W,40 %
57°N 3°W,80 %
56°N 3°W,60 %
56°N 3°W,50 %
56°N 3°W,90 %
55°N 3°W,90 %
55°N 3°W,80 %
54°N 3°W,100 %
54°N 3°W,90 %
54°N 3°W,100 %
53°N 3°W,100 %
53°N 3°W,60 %
52°N 3°W,10 %
52°N 3°W,80 %
52°N 3°W,80 %
51°N 3°W,70 %
51°N 3°W,90 %
50°N 3°W,40 %
50°N 3°W,0 %
49°N 3°W,0 %
49°N 3°W,0 %
48°N 3°W,0 %
48°N 3°W,10 %
47°N 3°W,20 %
47°N 3°W,30 %
46°N 3°W,40 %
46°N 3°W,20 %
45°N 3°W,20 %
45°N 3°W,0 %
44°N 3°W,0 %
44°N 3°W,50 %
43°N 3°W,70 %
43°N 3°W,60 %
42°N 3°W,60 %
42°N 3°W,60 %
41°N 3°W,60 %
41°N 3°W,40 %
40°N 3°W,60 %
40°N 3°W,90 %
39°N 3°W,80 %
39°N 3°W,90 %
38°N 3°W,90 %
38°N 3°W,90 %
37°N 3°W,90 %
60°N 2°W,50 %
60°N 2°W,60 %
59°N 2°W,70 %
59°N 2°W,60 %
59°N 2°W,20 %
58°N 2°W,0 %
58°N 2°W,10 %
58°N 2°W,20 %
57°N 2°W,60 %
57°N 2°W,90 %
56°N 2°W,80 %
56°N 2°W,80 %
56°N 2°W,90 %
55°N 2°W,100 %
55°N 2°W,100 %
54°N 2°W,90 %
54°N 2°W,100 %
54°N 2°W,90 %
53°N 2°W,90 %
53°N 2°W,40 %
52°N 2°W,0 %
52°N 2°W,0 %
52°N 2°W,20 %
51°N 2°W,20 %
51°N 2°W,10 %
50°N 2°W,0 %
50°N 2°W,0 %
49°N 2°W,0 %
49°N 2°W,0 %
48°N 2°W,0 %
48°N 2°W,0 %
47°N 2°W,0 %
47°N 2°W,0 %
46°N 2°W,10 %
46°N 2°W,0 %
45°N 2°W,0 %
45°N 2°W,10 %
44°N 2°W,40 %
44°N 2°W,40 %
43°N 2°W,50 %
43°N 2°W,60 %
42°N 2°W,60 %
42°N 2°W,50 %
41°N 2°W,90 %
41°N 2°W,90 %
40°N 2°W,90 %
40°N 2°W,90 %
39°N 2°W,80 %
39°N 2°W,90 %
38°N 2°W,70 %
38°N 2°W,90 %
37°N 2°W,100 %
60°N 1°W,70 %
60°N 1°W,70 %
59°N 1°W,80 %
59°N 1°W,80 %
59°N 1°W,40 %
58°N 1°W,30 %
58°N 1°W,70 %
58°N 1°W,90 %
57°N 1°W,100 %
57°N 1°W,100 %
56°N 1°W,100 %
56°N 1°W,100 %
56°N 1°W,90 %
55°N 1°W,90 %
55°N 1°W,100 %
54°N 1°W,100 %
54°N 1°W,90 %
54°N 1°W,90 %
53°N 1°W,100 %
53°N 1°W,70 %
52°N 1°W,0 %
52°N 1°W,0 %
52°N 1°W,0 %
51°N 1°W,0 %
51°N 1°W,10 %
50°N 1°W,10 %
50°N 1°W,0 %
49°N 1°W,0 %
49°N 1°W,0 %
48°N 1°W,10 %
48°N 1°W,0 %
47°N 1°W,0 %
47°N 1°W,0 %
46°N 1°W,0 %
46°N 1°W,0 %
45°N 1°W,10 %
45°N 1°W,40 %
44°N 1°W,40 %
44°N 1°W,10 %
43°N 1°W,10 %
43°N 1°W,20 %
42°N 1°W,50 %
42°N 1°W,70 %
41°N 1°W,80 %
41°N 1°W,90 %
40°N 1°W,70 %
40°N 1°W,60 %
39°N 1°W,80 %
39°N 1°W,80 %
38°N 1°W,90 %
38°N 1°W,80 %
37°N 1°W,80 %
60°N 0°W,70 %
60°N 0°W,70 %
59°N 0°W,90 %
59°N 0°W,100 %
59°N 0°W,80 %
58°N 0°W,80 %
58°N 0°W,100 %
58°N 0°W,100 %
57°N 0°W,100 %
57°N 0°W,100 %
56°N 0°W,100 %
56°N 0°W,100 %
56°N 0°W,100 %
55°N 0°W,100 %
55°N 0°W,90 %
54°N 0°W,100 %
54°N 0°W,100 %
54°N 0°W,100 %
53°N 0°W,80 %
53°N 0°W,30 %
52°N 0°W,0 %
52°N 0°W,0 %
52°N 0°W,20 %
51°N 0°W,0 %
51°N 0°W,0 %
50°N 0°W,0 %
50°N 0°W,0 %
49°N 0°W,0 %
49°N 0°W,0 %
48°N 0°W,0 %
48°N 0°W,0 %
47°N 0°W,0 %
47°N 0°W,10 %
46°N 0°W,0 %
46°N 0°W,0 %
45°N 0°W,10 %
45°N 0°W,0 %
44°N 0°W,0 %
44°N 0°W,10 %
43°N 0°W,40 %
43°N 0°W,70 %
42°N 0°W,80 %
42°N 0°W,80 %
41°N 0°W,90 %
41°N 0°W,100 %
40°N 0°W,100 %
40°N 0°W,100 %
39°N 0°W,100 %
39°N 0°W,70 %
38°N 0°W,90 %
38°N 0°W,100 %
37°N 0°W,100 %
60°N 0°E,80 %
60°N 0°E,90 %
59°N 0°E,100 %
59°N 0°E,90 %
59°N 0°E,100 %
58°N 0°E,100 %
58°N 0°E,100 %
58°N 0°E,100 %
57°N 0°E,100 %
57°N 0°E,100 %
56°N 0°E,100 %
56°N 0°E,100 %
56°N 0°E,100 %
55°N 0°E,100 %
55°N 0°E,100 %
54°N 0°E,100 %
54°N 0°E,80 %
54°N 0°E,40 %
53°N 0°E,0 %
53°N 0°E,0 %
52°N 0°E,0 %
52°N 0°E,0 %
52°N 0°E,0 %
51°N 0°E,0 %
51°N 0°E,0 %
50°N 0°E,0 %
50°N 0°E,0 %
49°N 0°E,0 %
49°N 0°E,0 %
48°N 0°E,0 %
48°N 0°E,0 %
47°N 0°E,0 %
47°N 0°E,0 %
46°N 0°E,0 %
46°N 0°E,10 %
45°N 0°E,10 %
45°N 0°E,0 %
44°N 0°E,20 %
44°N 0°E,10 %
43°N 0°E,30 %
43°N 0°E,60 %
42°N 0°E,100 %
42°N 0°E,100 %
41°N 0°E,90 %
41°N 0°E,100 %
40°N 0°E,100 %
40°N 0°E,100 %
39°N 0°E,100 %
39°N 0°E,80 %
38°N 0°E,100 %
38°N 0°E,60 %
37°N 0°E,100 %
60°N 1°E,100 %
60°N 1°E,100 %
59°N 1°E,100 %
59°N 1°E,100 %
59°N 1°E,100 %
58°N 1°E,100 %
58°N 1°E,100 %
58°N 1°E,100 %
57°N 1°E,100 %
57°N 1°E,100 %
56°N 1°E,100 %
56°N 1°E,100 %
56°N 1°E,100 %
55°N 1°E,100 %
55°N 1°E,100 %
54°N 1°E,100 %
54°N 1°E,80 %
54°N 1°E,30 %
53°N 1°E,0 %
53°N 1°E,0 %
52°N 1°E,0 %
52°N 1°E,0 %
52°N 1°E,0 %
51°N 1°E,0 %
51°N 1°E,0 %
50°N 1°E,0 %
50°N 1°E,0 %
49°N 1°E,0 %
49°N 1°E,0 %
48°N 1°E,0 %
48°N 1°E,0 %
47°N 1°E,0 %
47°N 1°E,0 %
46°N 1°E,0 %
46°N 1°E,0 %
45°N 1°E,0 %
45°N 1°E,10 %
44°N 1°E,0 %
44°N 1°E,10 %
43°N 1°E,100 %
43°N 1°E,90 %
42°N 1°E,90 %
42°N 1°E,100 %
41°N 1°E,100 %
41°N 1°E,90 %
40°N 1°E,100 %
40°N 1°E,100 %
39°N 1°E,90 %
39°N 1°E,90 %
38°N 1°E,100 %
38°N 1°E,80 %
37°N 1°E,80 %
60°N 2°E,100 %
60°N 2°E,100 %
59°N 2°E,100 %
59°N 2°E,90 %
59°N 2°E,90 %
58°N 2°E,100 %
58°N 2°E,100 %
58°N 2°E,100 %
57°N 2°E,100 %
57°N 2°E,100 %
56°N 2°E,100 %
56°N 2°E,100 %
56°N 2°E,100 %
55°N 2°E,100 %
55°N 2°E,100 %
54°N 2°E,90 %
54°N 2°E,60 %
54°N 2°E,20 %
53°N 2°E,0 %
53°N 2°E,0 %
52°N 2°E,0 %
52°N 2°E,10 %
52°N 2°E,0 %
51°N 2°E,0 %
51°N 2°E,0 %
50°N 2°E,0 %
50°N 2°E,0 %
49°N 2°E,0 %
49°N 2°E,0 %
48°N 2°E,0 %
48°N 2°E,0 %
47°N 2°E,0 %
47°N 2°E,0 %
46°N 2°E,0 %
46°N 2°E,10 %
45°N 2°E,20 %
45°N 2°E,0 %
44°N 2°E,30 %
44°N 2°E,40 %
43°N 2°E,70 %
43°N 2°E,90 %
42°N 2°E,70 %
42°N 2°E,80 %
41°N 2°E,100 %
41°N 2°E,90 %
40°N 2°E,100 %
40°N 2°E,100 %
39°N 2°E,50 %
39°N 2°E,40 %
38°N 2°E,70 %
38°N 2°E,60 %
37°N 2°E,80 %
60°N 2°E,100 %
60°N 2°E,100 %
59°N 2°E,100 %
59°N 2°E,100 %
59°N 2°E,100 %
58°N 2°E,100 %
58°N 2°E,100 %
58°N 2°E,100 %
57°N 2°E,100 %
57°N 2°E,100 %
56°N 2°E,100 %
56°N 2°E,100 %
56°N 2°E,100 %
55°N 2°E,100 %
55°N 2°E,90 %
54°N 2°E,80 %
54°N 2°E,20 %
54°N 2°E,0 %
53°N 2°E,0 %
53°N 2°E,0 %
52°N 2°E,10 %
52°N 2°E,0 %
52°N 2°E,0 %
51°N 2°E,0 %
51°N 2°E,0 %
50°N 2°E,0 %
50°N 2°E,0 %
49°N 2°E,0 %
49°N 2°E,0 %
48°N 2°E,0 %
