60°N 12°W,10 %
48°N 2°E,0 %
47°N 2°E,0 %
47°N 2°E,0 %
46°N 2°E,0 %
46°N 2°E,0 %
45°N 2°E,10 %
45°N 2°E,20 %
44°N 2°E,30 %
44°N 2°E,50 %
43°N 2°E,100 %
43°N 2°E,100 %
42°N 2°E,90 %
42°N 2°E,80 %
41°N 2°E,80 %
41°N 2°E,100 %
40°N 2°E,90 %
40°N 2°E,80 %
39°N 2°E,90 %
39°N 2°E,70 %
38°N 2°E,50 %
38°N 2°E,60 %
37°N 2°E,90 %
60°N 3°E,100 %
60°N 3°E,100 %
59°N 3°E,100 %
59°N 3°E,100 %
59°N 3°E,100 %
58°N 3°E,100 %
58°N 3°E,100 %
58°N 3°E,100 %
57°N 3°E,100 %
57°N 3°E,100 %
56°N 3°E,100 %
56°N 3°E,100 %
56°N 3°E,100 %
55°N 3°E,100 %
55°N 3°E,100 %
54°N 3°E,80 %
54°N 3°E,10 %
54°N 3°E,0 %
53°N 3°E,0 %
53°N 3°E,0 %
52°N 3°E,0 %
52°N 3°E,0 %
52°N 3°E,0 %
51°N 3°E,10 %
51°N 3°E,0 %
50°N 3°E,0 %
50°N 3°E,0 %
49°N 3°E,0 %
49°N 3°E,0 %
48°N 3°E,0 %
48°N 3°E,0 %
47°N 3°E,0 %
47°N 3°E,10 %
46°N 3°E,20 %
46°N 3°E,50 %
45°N 3°E,0 %
45°N 3°E,20 %
44°N 3°E,60 %
44°N 3°E,50 %
43°N 3°E,50 %
43°N 3°E,50 %
42°N 3°E,100 %
42°N 3°E,100 %
41°N 3°E,90 %
41°N 3°E,100 %
40°N 3°E,80 %
40°N 3°E,70 %
39°N 3°E,100 %
39°N 3°E,60 %
38°N 3°E,30 %
38°N 3°E,70 %
37°N 3°E,80 %
60°N 4°E,100 %
60°N 4°E,100 %
59°N 4°E,100 %
59°N 4°E,100 %
59°N 4°E,100 %
58°N 4°E,100 %
58°N 4°E,100 %
58°N 4°E,100 %
57°N 4°E,100 %
57°N 4°E,100 %
56°N 4°E,100 %
56°N 4°E,90 %
56°N 4°E,90 %
55°N 4°E,100 %
55°N 4°E,100 %
54°N 4°E,80 %
54°N 4°E,10 %
54°N 4°E,0 %
53°N 4°E,0 %
53°N 4°E,0 %
52°N 4°E,0 %
52°N 4°E,0 %
52°N 4°E,10 %
51°N 4°E,0 %
51°N 4°E,0 %
50°N 4°E,0 %
50°N 4°E,0 %
49°N 4°E,0 %
49°N 4°E,0 %
48°N 4°E,0 %
48°N 4°E,0 %
47°N 4°E,10 %
47°N 4°E,30 %
46°N 4°E,20 %
46°N 4°E,0 %
45°N 4°E,0 %
45°N 4°E,50 %
44°N 4°E,70 %
44°N 4°E,60 %
43°N 4°E,50 %
43°N 4°E,100 %
42°N 4°E,90 %
42°N 4°E,90 %
41°N 4°E,100 %
41°N 4°E,80 %
40°N 4°E,60 %
40°N 4°E,70 %
39°N 4°E,60 %
39°N 4°E,70 %
38°N 4°E,50 %
38°N 4°E,40 %
37°N 4°E,50 %
60°N 4°E,80 %
60°N 4°E,60 %
59°N 4°E,70 %
59°N 4°E,100 %
59°N 4°E,100 %
58°N 4°E,90 %
58°N 4°E,100 %
58°N 4°E,100 %
57°N 4°E,90 %
57°N 4°E,90 %
56°N 4°E,100 %
56°N 4°E,100 %
56°N 4°E,100 %
55°N 4°E,100 %
55°N 4°E,100 %
54°N 4°E,90 %
54°N 4°E,10 %
54°N 4°E,0 %
53°N 4°E,0 %
53°N 4°E,0 %
52°N 4°E,0 %
52°N 4°E,0 %
52°N 4°E,0 %
51°N 4°E,0 %
51°N 4°E,0 %
50°N 4°E,0 %
50°N 4°E,0 %
49°N 4°E,0 %
49°N 4°E,0 %
48°N 4°E,0 %
48°N 4°E,0 %
47°N 4°E,0 %
47°N 4°E,10 %
46°N 4°E,0 %
46°N 4°E,0 %
45°N 4°E,60 %
45°N 4°E,80 %
44°N 4°E,60 %
44°N 4°E,30 %
43°N 4°E,70 %
43°N 4°E,40 %
42°N 4°E,100 %
42°N 4°E,100 %
41°N 4°E,100 %
41°N 4°E,80 %
40°N 4°E,70 %
40°N 4°E,80 %
39°N 4°E,80 %
39°N 4°E,60 %
38°N 4°E,100 %
38°N 4°E,70 %
37°N 4°E,70 %
60°N 5°E,90 %
60°N 5°E,100 %
59°N 5°E,100 %
59°N 5°E,90 %
59°N 5°E,100 %
58°N 5°E,100 %
58°N 5°E,90 %
58°N 5°E,100 %
57°N 5°E,100 %
57°N 5°E,90 %
56°N 5°E,100 %
56°N 5°E,100 %
56°N 5°E,90 %
55°N 5°E,90 %
55°N 5°E,100 %
54°N 5°E,100 %
54°N 5°E,10 %
54°N 5°E,0 %
53°N 5°E,10 %
53°N 5°E,10 %
52°N 5°E,0 %
52°N 5°E,0 %
52°N 5°E,10 %
51°N 5°E,0 %
51°N 5°E,0 %
50°N 5°E,0 %
50°N 5°E,0 %
49°N 5°E,0 %
49°N 5°E,0 %
48°N 5°E,0 %
48°N 5°E,10 %
47°N 5°E,10 %
47°N 5°E,0 %
46°N 5°E,10 %
46°N 5°E,30 %
45°N 5°E,70 %
45°N 5°E,10 %
44°N 5°E,50 %
44°N 5°E,40 %
43°N 5°E,40 %
43°N 5°E,100 %
42°N 5°E,100 %
42°N 5°E,100 %
41°N 5°E,100 %
41°N 5°E,70 %
40°N 5°E,60 %
40°N 5°E,70 %
39°N 5°E,100 %
39°N 5°E,90 %
38°N 5°E,20 %
38°N 5°E,60 %
37°N 5°E,30 %
60°N 6°E,30 %
60°N 6°E,20 %
59°N 6°E,30 %
59°N 6°E,70 %
59°N 6°E,90 %
58°N 6°E,90 %
58°N 6°E,90 %
58°N 6°E,90 %
57°N 6°E,90 %
57°N 6°E,100 %
56°N 6°E,100 %
56°N 6°E,100 %
56°N 6°E,100 %
55°N 6°E,100 %
55°N 6°E,100 %
54°N 6°E,90 %
54°N 6°E,20 %
54°N 6°E,0 %
53°N 6°E,0 %
53°N 6°E,0 %
52°N 6°E,0 %
52°N 6°E,0 %
52°N 6°E,0 %
51°N 6°E,0 %
51°N 6°E,0 %
50°N 6°E,0 %
50°N 6°E,0 %
49°N 6°E,0 %
49°N 6°E,0 %
48°N 6°E,0 %
48°N 6°E,10 %
47°N 6°E,10 %
47°N 6°E,0 %
46°N 6°E,10 %
46°N 6°E,40 %
45°N 6°E,80 %
45°N 6°E,40 %
44°N 6°E,10 %
44°N 6°E,30 %
43°N 6°E,80 %
43°N 6°E,90 %
42°N 6°E,100 %
42°N 6°E,80 %
41°N 6°E,100 %
41°N 6°E,60 %
40°N 6°E,60 %
40°N 6°E,100 %
39°N 6°E,100 %
39°N 6°E,90 %
38°N 6°E,80 %
38°N 6°E,100 %
37°N 6°E,80 %
60°N 7°E,30 %
60°N 7°E,10 %
59°N 7°E,0 %
59°N 7°E,0 %
59°N 7°E,0 %
58°N 7°E,20 %
58°N 7°E,100 %
58°N 7°E,100 %
57°N 7°E,100 %
57°N 7°E,100 %
56°N 7°E,100 %
56°N 7°E,100 %
56°N 7°E,100 %
55°N 7°E,100 %
55°N 7°E,80 %
54°N 7°E,30 %
54°N 7°E,50 %
54°N 7°E,20 %
53°N 7°E,0 %
53°N 7°E,0 %
52°N 7°E,0 %
52°N 7°E,0 %
52°N 7°E,0 %
51°N 7°E,0 %
51°N 7°E,0 %
50°N 7°E,0 %
50°N 7°E,10 %
49°N 7°E,10 %
49°N 7°E,0 %
48°N 7°E,0 %
48°N 7°E,0 %
47°N 7°E,0 %
47°N 7°E,20 %
46°N 7°E,0 %
46°N 7°E,10 %
45°N 7°E,10 %
45°N 7°E,40 %
44°N 7°E,70 %
44°N 7°E,80 %
43°N 7°E,10 %
43°N 7°E,100 %
42°N 7°E,90 %
42°N 7°E,100 %
41°N 7°E,80 %
41°N 7°E,0 %
40°N 7°E,20 %
40°N 7°E,70 %
39°N 7°E,80 %
39°N 7°E,100 %
38°N 7°E,30 %
38°N 7°E,0 %
37°N 7°E,0 %
60°N 7°E,0 %
60°N 7°E,0 %
59°N 7°E,0 %
59°N 7°E,10 %
59°N 7°E,0 %
58°N 7°E,10 %
58°N 7°E,40 %
58°N 7°E,80 %
57°N 7°E,100 %
57°N 7°E,100 %
56°N 7°E,90 %
56°N 7°E,100 %
56°N 7°E,100 %
55°N 7°E,100 %
55°N 7°E,80 %
54°N 7°E,60 %
54°N 7°E,100 %
54°N 7°E,40 %
53°N 7°E,0 %
53°N 7°E,10 %
52°N 7°E,10 %
52°N 7°E,0 %
52°N 7°E,0 %
51°N 7°E,0 %
51°N 7°E,0 %
50°N 7°E,0 %
50°N 7°E,10 %
49°N 7°E,10 %
49°N 7°E,0 %
48°N 7°E,10 %
48°N 7°E,0 %
47°N 7°E,20 %
47°N 7°E,90 %
46°N 7°E,0 %
46°N 7°E,30 %
45°N 7°E,50 %
45°N 7°E,50 %
44°N 7°E,40 %
44°N 7°E,10 %
43°N 7°E,90 %
43°N 7°E,100 %
42°N 7°E,100 %
42°N 7°E,100 %
41°N 7°E,60 %
41°N 7°E,0 %
40°N 7°E,0 %
40°N 7°E,0 %
39°N 7°E,20 %
39°N 7°E,40 %
38°N 7°E,20 %
38°N 7°E,0 %
37°N 7°E,10 %
60°N 8°E,10 %
60°N 8°E,0 %
59°N 8°E,0 %
59°N 8°E,10 %
59°N 8°E,0 %
58°N 8°E,0 %
58°N 8°E,10 %
58°N 8°E,80 %
57°N 8°E,100 %
57°N 8°E,100 %
56°N 8°E,90 %
56°N 8°E,100 %
56°N 8°E,90 %
55°N 8°E,90 %
55°N 8°E,100 %
54°N 8°E,90 %
54°N 8°E,80 %
54°N 8°E,40 %
53°N 8°E,20 %
53°N 8°E,40 %
52°N 8°E,40 %
52°N 8°E,0 %
52°N 8°E,10 %
51°N 8°E,0 %
51°N 8°E,0 %
50°N 8°E,0 %
50°N 8°E,0 %
49°N 8°E,10 %
49°N 8°E,10 %
48°N 8°E,0 %
48°N 8°E,30 %
47°N 8°E,80 %
47°N 8°E,0 %
46°N 8°E,20 %
46°N 8°E,60 %
45°N 8°E,10 %
45°N 8°E,50 %
44°N 8°E,10 %
44°N 8°E,10 %
43°N 8°E,100 %
43°N 8°E,10 %
42°N 8°E,100 %
42°N 8°E,90 %
41°N 8°E,100 %
41°N 8°E,70 %
40°N 8°E,0 %
40°N 8°E,0 %
39°N 8°E,10 %
39°N 8°E,0 %
38°N 8°E,0 %
38°N 8°E,0 %
37°N 8°E,0 %
60°N 9°E,10 %
60°N 9°E,10 %
59°N 9°E,0 %
59°N 9°E,0 %
59°N 9°E,0 %
58°N 9°E,0 %
58°N 9°E,0 %
58°N 9°E,70 %
57°N 9°E,100 %
57°N 9°E,100 %
56°N 9°E,100 %
56°N 9°E,100 %
56°N 9°E,90 %
55°N 9°E,90 %
55°N 9°E,100 %
54°N 9°E,100 %
54°N 9°E,90 %
54°N 9°E,60 %
53°N 9°E,30 %
53°N 9°E,30 %
52°N 9°E,30 %
52°N 9°E,10 %
52°N 9°E,10 %
51°N 9°E,0 %
51°N 9°E,0 %
50°N 9°E,0 %
50°N 9°E,0 %
49°N 9°E,0 %
49°N 9°E,20 %
48°N 9°E,70 %
48°N 9°E,90 %
47°N 9°E,90 %
47°N 9°E,30 %
46°N 9°E,0 %
46°N 9°E,30 %
45°N 9°E,0 %
45°N 9°E,20 %
44°N 9°E,40 %
44°N 9°E,0 %
43°N 9°E,80 %
43°N 9°E,70 %
42°N 9°E,100 %
42°N 9°E,90 %
41°N 9°E,100 %
41°N 9°E,70 %
40°N 9°E,20 %
40°N 9°E,0 %
39°N 9°E,0 %
39°N 9°E,0 %
38°N 9°E,0 %
38°N 9°E,0 %
37°N 9°E,0 %
60°N 9°E,0 %
60°N 9°E,0 %
59°N 9°E,0 %
59°N 9°E,0 %
59°N 9°E,20 %
58°N 9°E,30 %
58°N 9°E,20 %
58°N 9°E,70 %
57°N 9°E,100 %
57°N 9°E,100 %
56°N 9°E,100 %
56°N 9°E,100 %
56°N 9°E,90 %
55°N 9°E,100 %
55°N 9°E,100 %
54°N 9°E,100 %
54°N 9°E,100 %
54°N 9°E,80 %
53°N 9°E,40 %
53°N 9°E,40 %
52°N 9°E,50 %
52°N 9°E,30 %
52°N 9°E,30 %
51°N 9°E,10 %
51°N 9°E,0 %
50°N 9°E,10 %
50°N 9°E,10 %
49°N 9°E,0 %
49°N 9°E,0 %
48°N 9°E,30 %
48°N 9°E,100 %
47°N 9°E,90 %
47°N 9°E,0 %
46°N 9°E,20 %
46°N 9°E,0 %
45°N 9°E,0 %
45°N 9°E,10 %
44°N 9°E,40 %
44°N 9°E,20 %
43°N 9°E,100 %
43°N 9°E,100 %
42°N 9°E,100 %
42°N 9°E,80 %
41°N 9°E,100 %
41°N 9°E,100 %
40°N 9°E,90 %
40°N 9°E,40 %
39°N 9°E,0 %
39°N 9°E,0 %
38°N 9°E,0 %
38°N 9°E,0 %
37°N 9°E,0 %
60°N 10°E,100 %
60°N 10°E,70 %
59°N 10°E,10 %
59°N 10°E,10 %
59°N 10°E,70 %
58°N 10°E,100 %
58°N 10°E,80 %
58°N 10°E,100 %
57°N 10°E,100 %
57°N 10°E,100 %
56°N 10°E,100 %
56°N 10°E,100 %
56°N 10°E,100 %
55°N 10°E,100 %
55°N 10°E,100 %
54°N 10°E,90 %
54°N 10°E,90 %
54°N 10°E,90 %
53°N 10°E,40 %
53°N 10°E,10 %
52°N 10°E,30 %
52°N 10°E,30 %
52°N 10°E,30 %
51°N 10°E,10 %
51°N 10°E,0 %
50°N 10°E,0 %
50°N 10°E,10 %
49°N 10°E,0 %
49°N 10°E,50 %
48°N 10°E,100 %
48°N 10°E,70 %
47°N 10°E,0 %
47°N 10°E,0 %
46°N 10°E,0 %
46°N 10°E,10 %
45°N 10°E,0 %
45°N 10°E,10 %
44°N 10°E,10 %
44°N 10°E,20 %
43°N 10°E,50 %
43°N 10°E,20 %
42°N 10°E,10 %
42°N 10°E,100 %
41°N 10°E,100 %
41°N 10°E,90 %
40°N 10°E,100 %
40°N 10°E,40 %
39°N 10°E,0 %
39°N 10°E,0 %
38°N 10°E,0 %
38°N 10°E,0 %
37°N 10°E,0 %
60°N 11°E,40 %
60°N 11°E,80 %
59°N 11°E,100 %
59°N 11°E,100 %
59°N 11°E,100 %
58°N 11°E,100 %
58°N 11°E,100 %
58°N 11°E,100 %
57°N 11°E,100 %
57°N 11°E,100 %
56°N 11°E,100 %
56°N 11°E,100 %
56°N 11°E,100 %
55°N 11°E,100 %
55°N 11°E,100 %
54°N 11°E,100 %
54°N 11°E,100 %
54°N 11°E,100 %
53°N 11°E,40 %
53°N 11°E,0 %
52°N 11°E,0 %
52°N 11°E,0 %
52°N 11°E,0 %
51°N 11°E,0 %
51°N 11°E,0 %
50°N 11°E,10 %
50°N 11°E,0 %
49°N 11°E,0 %
49°N 11°E,50 %
48°N 11°E,100 %
48°N 11°E,70 %
47°N 11°E,0 %
47°N 11°E,0 %
46°N 11°E,10 %
46°N 11°E,0 %
45°N 11°E,0 %
45°N 11°E,10 %
44°N 11°E,0 %
44°N 11°E,10 %
43°N 11°E,10 %
43°N 11°E,0 %
42°N 11°E,30 %
42°N 11°E,100 %
41°N 11°E,90 %
41°N 11°E,100 %
40°N 11°E,100 %
40°N 11°E,80 %
39°N 11°E,30 %
39°N 11°E,0 %
38°N 11°E,0 %
38°N 11°E,0 %
37°N 11°E,0 %
60°N 12°E,100 %
60°N 12°E,100 %
59°N 12°E,100 %
59°N 12°E,100 %
59°N 12°E,90 %
58°N 12°E,100 %
58°N 12°E,100 %
58°N 12°E,90 %
57°N 12°E,90 %
57°N 12°E,100 %
56°N 12°E,100 %
56°N 12°E,90 %
56°N 12°E,100 %
55°N 12°E,100 %
55°N 12°E,100 %
54°N 12°E,100 %
54°N 12°E,100 %
54°N 12°E,100 %
53°N 12°E,50 %
53°N 12°E,0 %
52°N 12°E,0 %
52°N 12°E,10 %
52°N 12°E,0 %
51°N 12°E,0 %
51°N 12°E,0 %
50°N 12°E,0 %
50°N 12°E,20 %
49°N 12°E,20 %
49°N 12°E,0 %
48°N 12°E,50 %
48°N 12°E,90 %
47°N 12°E,0 %
47°N 12°E,0 %
46°N 12°E,0 %
46°N 12°E,0 %
45°N 12°E,10 %
45°N 12°E,0 %
44°N 12°E,0 %
44°N 12°E,10 %
43°N 12°E,0 %
43°N 12°E,10 %
42°N 12°E,10 %
42°N 12°E,60 %
41°N 12°E,70 %
41°N 12°E,90 %
40°N 12°E,90 %
40°N 12°E,100 %
39°N 12°E,80 %
39°N 12°E,80 %
38°N 12°E,20 %
38°N 12°E,0 %
37°N 12°E,0 %
60°N 12°E,70 %
60°N 12°E,60 %
59°N 12°E,80 %
59°N 12°E,90 %
59°N 12°E,100 %
58°N 12°E,100 %
58°N 12°E,100 %
58°N 12°E,100 %
57°N 12°E,100 %
57°N 12°E,90 %
56°N 12°E,90 %
56°N 12°E,100 %
56°N 12°E,100 %
55°N 12°E,100 %
55°N 12°E,90 %
54°N 12°E,100 %
54°N 12°E,100 %
54°N 12°E,100 %
53°N 12°E,80 %
53°N 12°E,20 %
52°N 12°E,0 %
52°N 12°E,10 %
52°N 12°E,0 %
51°N 12°E,10 %
51°N 12°E,0 %
50°N 12°E,0 %
50°N 12°E,0 %
49°N 12°E,0 %
49°N 12°E,0 %
48°N 12°E,30 %
48°N 12°E,60 %
47°N 12°E,0 %
47°N 12°E,0 %
46°N 12°E,0 %
46°N 12°E,10 %
45°N 12°E,0 %
45°N 12°E,0 %
44°N 12°E,0 %
44°N 12°E,0 %
43°N 12°E,0 %
43°N 12°E,10 %
42°N 12°E,40 %
42°N 12°E,20 %
41°N 12°E,80 %
41°N 12°E,50 %
40°N 12°E,90 %
40°N 12°E,90 %
39°N 12°E,100 %
39°N 12°E,90 %
38°N 12°E,100 %
38°N 12°E,100 %
37°N 12°E,80 %
60°N 13°E,70 %
60°N 13°E,80 %
59°N 13°E,90 %
59°N 13°E,100 %
59°N 13°E,100 %
58°N 13°E,100 %
58°N 13°E,100 %
58°N 13°E,100 %
57°N 13°E,100 %
57°N 13°E,100 %
56°N 13°E,100 %
56°N 13°E,90 %
56°N 13°E,90 %
55°N 13°E,90 %
55°N 13°E,100 %
54°N 13°E,100 %
54°N 13°E,100 %
54°N 13°E,100 %
53°N 13°E,100 %
53°N 13°E,40 %
52°N 13°E,0 %
52°N 13°E,0 %
52°N 13°E,0 %
51°N 13°E,0 %
51°N 13°E,0 %
50°N 13°E,0 %
50°N 13°E,0 %
49°N 13°E,0 %
49°N 13°E,0 %
48°N 13°E,10 %
48°N 13°E,10 %
47°N 13°E,0 %
47°N 13°E,10 %
46°N 13°E,0 %
46°N 13°E,0 %
45°N 13°E,0 %
45°N 13°E,0 %
44°N 13°E,0 %
44°N 13°E,0 %
43°N 13°E,0 %
43°N 13°E,0 %
42°N 13°E,0 %
42°N 13°E,20 %
41°N 13°E,40 %
41°N 13°E,90 %
40°N 13°E,20 %
40°N 13°E,40 %
39°N 13°E,70 %
39°N 13°E,80 %
38°N 13°E,90 %
38°N 13°E,100 %
37°N 13°E,100 %
60°N 14°E,80 %
60°N 14°E,100 %
59°N 14°E,90 %
59°N 14°E,90 %
59°N 14°E,80 %
58°N 14°E,80 %
58°N 14°E,70 %
58°N 14°E,90 %
57°N 14°E,100 %
57°N 14°E,90 %
56°N 14°E,100 %
56°N 14°E,100 %
56°N 14°E,100 %
55°N 14°E,100 %
55°N 14°E,90 %
54°N 14°E,80 %
54°N 14°E,100 %
54°N 14°E,100 %
53°N 14°E,100 %
53°N 14°E,60 %
52°N 14°E,0 %
52°N 14°E,0 %
52°N 14°E,10 %
51°N 14°E,0 %
51°N 14°E,0 %
50°N 14°E,0 %
50°N 14°E,0 %
49°N 14°E,0 %
49°N 14°E,0 %
48°N 14°E,40 %
48°N 14°E,90 %
47°N 14°E,0 %
47°N 14°E,0 %
46°N 14°E,0 %
46°N 14°E,0 %
45°N 14°E,0 %
45°N 14°E,10 %
44°N 14°E,0 %
44°N 14°E,0 %
43°N 14°E,60 %
43°N 14°E,100 %
42°N 14°E,100 %
42°N 14°E,0 %
41°N 14°E,10 %
41°N 14°E,10 %
40°N 14°E,10 %
40°N 14°E,20 %
39°N 14°E,40 %
39°N 14°E,50 %
38°N 14°E,80 %
38°N 14°E,90 %
37°N 14°E,70 %
60°N 14°E,20 %
60°N 14°E,60 %
59°N 14°E,80 %
59°N 14°E,80 %
59°N 14°E,30 %
58°N 14°E,0 %
58°N 14°E,10 %
58°N 14°E,80 %
57°N 14°E,100 %
57°N 14°E,100 %
56°N 14°E,90 %
56°N 14°E,100 %
56°N 14°E,100 %
55°N 14°E,100 %
55°N 14°E,100 %
54°N 14°E,100 %
54°N 14°E,100 %
54°N 14°E,100 %
53°N 14°E,100 %
53°N 14°E,50 %
52°N 14°E,0 %
52°N 14°E,0 %
52°N 14°E,0 %
51°N 14°E,0 %
51°N 14°E,0 %
50°N 14°E,0 %
50°N 14°E,0 %
49°N 14°E,0 %
49°N 14°E,0 %
48°N 14°E,20 %
48°N 14°E,30 %
47°N 14°E,10 %
47°N 14°E,0 %
46°N 14°E,0 %
46°N 14°E,10 %
45°N 14°E,0 %
45°N 14°E,0 %
44°N 14°E,10 %
44°N 14°E,10 %
43°N 14°E,0 %
43°N 14°E,30 %
42°N 14°E,100 %
42°N 14°E,80 %
41°N 14°E,30 %
41°N 14°E,0 %
40°N 14°E,20 %
40°N 14°E,50 %
39°N 14°E,30 %
39°N 14°E,40 %
38°N 14°E,90 %
38°N 14°E,100 %
37°N 14°E,80 %
60°N 15°E,10 %
60°N 15°E,10 %
59°N 15°E,10 %
59°N 15°E,0 %
59°N 15°E,0 %
58°N 15°E,0 %
58°N 15°E,10 %
58°N 15°E,70 %
57°N 15°E,90 %
57°N 15°E,90 %
56°N 15°E,100 %
56°N 15°E,100 %
56°N 15°E,90 %
55°N 15°E,90 %
55°N 15°E,100 %
54°N 15°E,100 %
54°N 15°E,100 %
54°N 15°E,100 %
53°N 15°E,80 %
53°N 15°E,20 %
52°N 15°E,0 %
52°N 15°E,0 %
52°N 15°E,0 %
51°N 15°E,10 %
51°N 15°E,10 %
50°N 15°E,0 %
50°N 15°E,10 %
49°N 15°E,10 %
49°N 15°E,0 %
48°N 15°E,10 %
48°N 15°E,0 %
47°N 15°E,0 %
47°N 15°E,0 %
46°N 15°E,0 %
46°N 15°E,0 %
45°N 15°E,0 %
45°N 15°E,0 %
44°N 15°E,0 %
44°N 15°E,0 %
43°N 15°E,0 %
43°N 15°E,20 %
42°N 15°E,100 %
42°N 15°E,100 %
41°N 15°E,80 %
41°N 15°E,40 %
40°N 15°E,0 %
40°N 15°E,30 %
39°N 15°E,20 %
39°N 15°E,40 %
38°N 15°E,90 %
38°N 15°E,100 %
37°N 15°E,90 %
60°N 16°E,0 %
60°N 16°E,0 %
59°N 16°E,0 %
59°N 16°E,0 %
59°N 16°E,0 %
58°N 16°E,0 %
58°N 16°E,0 %
58°N 16°E,0 %
57°N 16°E,0 %
57°N 16°E,40 %
56°N 16°E,90 %
56°N 16°E,100 %
56°N 16°E,100 %
55°N 16°E,100 %
55°N 16°E,100 %
54°N 16°E,90 %
54°N 16°E,100 %
54°N 16°E,100 %
53°N 16°E,70 %
53°N 16°E,40 %
52°N 16°E,20 %
52°N 16°E,0 %
52°N 16°E,0 %
51°N 16°E,10 %
51°N 16°E,0 %
50°N 16°E,0 %
50°N 16°E,0 %
49°N 16°E,0 %
49°N 16°E,0 %
48°N 16°E,10 %
48°N 16°E,20 %
47°N 16°E,0 %
47°N 16°E,0 %
46°N 16°E,0 %
46°N 16°E,0 %
45°N 16°E,80 %
45°N 16°E,10 %
44°N 16°E,0 %
44°N 16°E,10 %
43°N 16°E,0 %
43°N 16°E,10 %
42°N 16°E,30 %
42°N 16°E,100 %
41°N 16°E,100 %
41°N 16°E,90 %
40°N 16°E,50 %
40°N 16°E,30 %
39°N 16°E,40 %
39°N 16°E,50 %
38°N 16°E,90 %
38°N 16°E,100 %
37°N 16°E,100 %
60°N 16°E,0 %
60°N 16°E,0 %
59°N 16°E,10 %
59°N 16°E,10 %
59°N 16°E,10 %
58°N 16°E,0 %
58°N 16°E,0 %
58°N 16°E,0 %
57°N 16°E,20 %
57°N 16°E,70 %
56°N 16°E,100 %
56°N 16°E,100 %
56°N 16°E,90 %
55°N 16°E,90 %
55°N 16°E,100 %
54°N 16°E,100 %
54°N 16°E,100 %
54°N 16°E,90 %
53°N 16°E,90 %
53°N 16°E,90 %
52°N 16°E,70 %
52°N 16°E,40 %
52°N 16°E,0 %
51°N 16°E,0 %
51°N 16°E,0 %
50°N 16°E,0 %
50°N 16°E,0 %
49°N 16°E,10 %
49°N 16°E,10 %
48°N 16°E,0 %
48°N 16°E,0 %
47°N 16°E,0 %
47°N 16°E,10 %
46°N 16°E,50 %
46°N 16°E,90 %
45°N 16°E,100 %
45°N 16°E,70 %
44°N 16°E,0 %
44°N 16°E,0 %
43°N 16°E,10 %
43°N 16°E,0 %
42°N 16°E,20 %
42°N 16°E,100 %
41°N 16°E,90 %
41°N 16°E,90 %
40°N 16°E,100 %
40°N 16°E,60 %
39°N 16°E,30 %
39°N 16°E,80 %
38°N 16°E,100 %
38°N 16°E,100 %
37°N 16°E,70 %
60°N 17°E,0 %
60°N 17°E,20 %
59°N 17°E,40 %
59°N 17°E,20 %
59°N 17°E,10 %
58°N 17°E,0 %
58°N 17°E,0 %
58°N 17°E,0 %
57°N 17°E,50 %
57°N 17°E,90 %
56°N 17°E,100 %
56°N 17°E,100 %
56°N 17°E,90 %
55°N 17°E,90 %
55°N 17°E,100 %
54°N 17°E,90 %
54°N 17°E,90 %
54°N 17°E,100 %
53°N 17°E,100 %
53°N 17°E,90 %
52°N 17°E,90 %
52°N 17°E,100 %
52°N 17°E,40 %
51°N 17°E,0 %
51°N 17°E,0 %
50°N 17°E,0 %
50°N 17°E,0 %
49°N 17°E,0 %
49°N 17°E,0 %
66°N 57°E,0 %
48°N 17°E,0 %
47°N 17°E,0 %
47°N 17°E,10 %
46°N 17°E,60 %
